"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14553","UserCanLogin","AF_ECM","2026-05-06","passed","2026-05-06","LoginTests","","LoginTests","UserCanLogin"
